,gender,age,class,embarked,fare,sibsp,parch,survived
1838,1,30.0,4,3,0.0,0,0,0
1839,1,36.0,3,3,0.0,0,0,1
1840,1,17.0,6,3,0.0,0,0,0
1841,1,38.0,4,3,0.0,0,0,0
1842,1,21.0,4,3,0.0,0,0,1
1843,1,30.0,6,0,0.0,0,0,1
1844,0,40.0,6,3,0.0,0,0,1
1845,1,23.0,6,0,0.0,0,0,1
1846,1,21.0,6,0,0.0,0,0,0
1847,1,36.0,6,0,0.0,0,0,0
1848,1,44.0,6,0,0.0,0,0,0
1849,1,26.0,4,0,0.0,0,0,0
1850,1,32.0,4,3,0.0,0,0,0
1851,1,22.0,4,0,0.0,0,0,0
1852,1,34.0,6,3,0.0,0,0,0
1853,1,27.0,4,0,0.0,0,0,0
1854,1,28.0,6,3,0.0,0,0,0
1855,1,28.0,4,3,0.0,0,0,0
1856,1,26.0,4,0,0.0,0,0,0
1857,1,32.0,4,0,0.0,0,0,0
1858,1,51.0,6,3,0.0,0,0,1
1859,1,46.0,4,3,0.0,0,0,0
1860,1,53.0,6,0,0.0,0,0,0
1861,1,19.0,4,3,0.0,0,0,0
1862,1,20.0,5,3,0.0,0,0,0
1863,1,23.0,5,3,0.0,0,0,0
1864,1,24.0,3,0,0.0,0,0,0
1865,1,39.0,6,3,0.0,0,0,0
1866,1,32.0,3,3,0.0,0,0,1
1867,1,29.0,4,3,0.0,0,0,1
1868,1,22.0,4,3,0.0,0,0,0
1869,1,44.0,4,3,0.0,0,0,0
1870,1,42.0,6,3,0.0,0,0,0
1871,1,27.0,4,3,0.0,0,0,0
1872,1,26.0,4,3,0.0,0,0,0
1873,1,30.0,4,3,0.0,0,0,0
1874,1,28.0,6,0,0.0,0,0,1
1875,1,23.0,4,3,0.0,0,0,0
1876,1,36.0,6,0,0.0,0,0,0
1877,1,24.0,4,0,0.0,0,0,0
1878,1,37.0,6,3,0.0,0,0,0
1879,1,20.0,6,3,0.0,0,0,0
1880,1,39.0,3,0,0.0,0,0,0
1881,1,42.0,5,3,0.0,0,0,0
1882,1,26.0,6,3,0.0,0,0,1
1883,1,30.0,4,3,0.0,0,0,0
1884,1,33.0,4,3,0.0,0,0,0
1885,1,39.0,6,3,0.0,0,0,0
1886,1,48.0,3,0,0.0,0,0,0
1887,1,46.0,6,3,0.0,0,0,0
1888,1,35.0,6,3,0.0,0,0,1
1889,1,30.0,4,3,0.0,0,0,0
1890,1,42.0,4,3,0.0,0,0,0
1891,1,22.0,4,3,0.0,0,0,0
1892,1,21.0,4,3,0.0,0,0,0
1893,1,30.0,4,3,0.0,0,0,1
1894,1,30.0,4,3,0.0,0,0,1
1895,1,29.0,4,3,0.0,0,0,1
1896,1,44.0,6,0,0.0,0,0,0
1897,1,31.0,4,3,0.0,0,0,0
1898,1,27.0,6,3,0.0,0,0,0
1899,1,32.0,4,3,0.0,0,0,1
1900,1,27.0,3,0,0.0,0,0,1
1901,1,63.0,3,0,0.0,0,0,0
1902,1,31.0,6,3,0.0,0,0,0
1903,1,39.0,6,3,0.0,0,0,0
1904,1,32.0,6,0,0.0,0,0,0
1905,1,27.0,3,3,0.0,0,0,1
1906,1,36.0,4,3,0.0,0,0,1
1907,1,43.0,6,3,0.0,0,0,0
1908,1,17.0,6,3,0.0,0,0,0
1909,1,19.0,5,3,0.0,0,0,0
1910,1,32.0,4,3,0.0,0,0,0
1911,1,32.0,4,3,0.0,0,0,0
1912,1,29.0,4,3,0.0,0,0,0
1913,1,29.0,6,3,0.0,0,0,0
1914,1,45.0,4,0,0.0,0,0,0
1915,1,37.0,6,3,0.0,0,0,0
1916,1,27.0,4,0,0.0,0,0,0
1917,1,18.0,6,3,0.0,0,0,0
1918,1,45.0,3,3,0.0,0,0,1
1919,1,24.0,6,3,0.0,0,0,0
1920,1,28.0,4,3,0.0,0,0,1
1921,1,25.0,6,3,0.0,0,0,1
1922,1,21.0,5,3,0.0,0,0,0
1923,1,39.0,4,3,0.0,0,0,1
1924,1,34.0,6,3,0.0,0,0,0
1925,1,31.0,6,3,0.0,0,0,0
1926,1,49.0,6,0,0.0,0,0,0
1927,1,20.0,5,3,0.0,0,0,0
1928,1,17.0,5,3,0.0,0,0,0
1929,1,22.0,6,3,0.0,0,0,0
1930,1,37.0,3,0,0.0,0,0,1
1931,1,20.0,5,3,0.0,0,0,0
1932,1,48.0,6,3,0.0,0,0,0
1933,1,32.0,6,3,0.0,0,0,0
1934,1,19.0,4,3,0.0,0,0,1
1935,1,23.0,4,3,0.0,0,0,0
1936,1,26.0,3,3,0.0,0,0,1
1937,1,25.0,6,3,0.0,0,0,0
1938,1,30.0,6,3,0.0,0,0,1
1939,1,23.0,6,0,0.0,0,0,1
1940,1,27.0,4,3,0.0,0,0,0
1941,1,25.0,6,0,0.0,0,0,0
1942,1,35.0,5,3,0.0,0,0,0
1943,1,17.0,5,3,0.0,0,0,0
1944,1,33.0,5,3,0.0,0,0,0
1945,1,25.0,4,3,0.0,0,0,0
1946,1,34.0,3,0,0.0,0,0,1
1947,1,18.0,6,3,0.0,0,0,0
1948,1,24.0,4,3,0.0,0,0,1
1949,1,28.0,5,3,0.0,0,0,0
1950,1,33.0,3,3,0.0,0,0,1
1951,1,33.0,4,3,0.0,0,0,0
1952,1,36.0,6,3,0.0,0,0,0
1953,1,34.0,6,3,0.0,0,0,0
1954,1,22.0,6,3,0.0,0,0,1
1955,1,30.0,4,3,0.0,0,0,1
1956,1,23.0,6,3,0.0,0,0,1
1957,1,20.0,4,3,0.0,0,0,0
1958,1,17.0,5,3,0.0,0,0,0
1959,0,36.0,6,3,0.0,0,0,1
1960,1,23.0,6,3,0.0,0,0,0
1961,1,24.0,4,3,0.0,0,0,1
1962,1,21.0,6,3,0.0,0,0,1
1963,1,46.0,6,0,0.0,0,0,0
1964,1,22.0,4,3,0.0,0,0,0
1965,1,23.0,6,3,0.0,0,0,0
1966,1,20.0,6,3,0.0,0,0,1
1967,1,31.0,4,3,0.0,0,0,0
1968,1,22.0,4,3,0.0,0,0,1
1969,1,44.0,6,0,0.0,0,0,0
1970,1,29.0,6,3,0.0,0,0,0
1971,1,29.0,4,3,0.0,0,0,1
1972,1,50.0,6,0,0.0,0,0,0
1973,1,38.0,6,0,0.0,0,0,0
1974,1,21.0,5,3,0.0,0,0,0
1975,1,32.0,6,0,0.0,0,0,1
1976,1,20.0,4,3,0.0,0,0,0
1977,1,55.0,6,3,0.0,0,0,0
1978,1,34.0,4,3,0.0,0,0,0
1979,1,30.0,4,3,0.0,0,0,0
1980,1,31.0,6,0,0.0,0,0,0
1981,1,22.0,5,3,0.0,0,0,0
1982,1,32.0,4,3,0.0,0,0,1
1983,1,25.0,6,3,0.0,0,0,0
1984,1,19.0,6,3,0.0,0,0,0
1985,1,30.0,4,3,0.0,0,0,0
1986,1,36.0,4,3,0.0,0,0,0
1987,1,22.0,6,3,0.0,0,0,0
1988,1,30.0,6,3,0.0,0,0,0
1989,1,22.0,5,3,0.0,0,0,0
1990,1,29.0,6,3,0.0,0,0,0
1991,1,19.0,6,3,0.0,0,0,0
1992,1,37.0,6,0,0.0,0,0,0
1993,1,40.0,6,0,0.0,0,0,0
1994,1,35.0,4,3,0.0,0,0,0
1995,0,41.0,6,3,0.0,0,0,1
1996,1,30.0,6,3,0.0,0,0,0
1997,0,41.0,6,3,0.0,0,0,1
1998,1,31.0,6,3,0.0,0,0,0
1999,1,27.0,6,3,0.0,0,0,0
2000,1,36.0,6,3,0.0,0,0,1
2001,1,23.0,5,3,0.0,0,0,0
2002,1,26.0,4,0,0.0,0,0,0
2003,1,49.0,5,3,0.0,0,0,0
2004,1,31.0,6,0,0.0,0,0,0
2005,1,32.0,3,0,0.0,0,0,1
2006,1,24.0,4,3,0.0,0,0,0
2007,1,58.0,6,0,0.0,0,0,1
2008,1,17.0,6,3,0.0,0,0,0
2009,1,27.0,4,3,0.0,0,0,0
2010,1,28.0,6,3,0.0,0,0,0
2011,1,33.0,6,3,0.0,0,0,1
2012,1,24.0,5,3,0.0,0,0,0
2013,1,25.0,5,3,0.0,0,0,0
2014,1,47.0,6,3,0.0,0,0,0
2015,1,30.0,4,3,0.0,0,0,0
2016,1,24.0,5,3,0.0,0,0,0
2017,1,26.0,6,3,0.0,0,0,0
2018,1,22.0,4,3,0.0,0,0,0
2019,1,23.0,4,3,0.0,0,0,0
2020,1,23.0,4,3,0.0,0,0,0
2021,1,23.0,6,3,0.0,0,0,1
2022,1,31.0,3,3,0.0,0,0,0
2023,1,33.0,3,3,0.0,0,0,1
2024,1,42.0,5,3,0.0,0,0,0
2025,1,41.0,4,3,0.0,0,0,0
2026,1,28.0,4,3,0.0,0,0,1
2027,1,20.0,6,3,0.0,0,0,0
2028,1,55.0,6,3,0.0,0,0,0
2029,1,25.0,6,3,0.0,0,0,0
2030,1,24.0,4,3,0.0,0,0,1
2031,1,40.0,4,3,0.0,0,0,0
2032,1,31.0,4,3,0.0,0,0,1
2033,1,24.0,5,3,0.0,0,0,0
2034,1,25.0,6,3,0.0,0,0,1
2035,1,42.0,6,3,0.0,0,0,0
2036,1,40.0,6,0,0.0,0,0,0
2037,1,32.0,4,3,0.0,0,0,0
2038,1,20.0,4,3,0.0,0,0,1
2039,1,32.0,4,3,0.0,0,0,0
2040,1,25.0,4,3,0.0,0,0,1
2041,1,19.0,4,3,0.0,0,0,0
2042,1,29.0,6,0,0.0,0,0,0
2043,1,31.0,6,3,0.0,0,0,1
2044,1,24.0,6,3,0.0,0,0,0
2045,1,37.0,6,3,0.0,0,0,0
2046,1,37.0,3,3,0.0,0,0,0
2047,1,23.0,6,3,0.0,0,0,0
2048,1,23.0,4,3,0.0,0,0,0
2049,1,41.0,6,0,0.0,0,0,0
2050,1,33.0,6,3,0.0,0,0,0
2051,1,36.0,6,0,0.0,0,0,0
2052,0,28.0,6,3,0.0,0,0,1
2053,1,31.0,4,0,0.0,0,0,0
2054,0,30.0,6,3,0.0,0,0,1
2055,1,40.0,4,3,0.0,0,0,0
2056,1,29.0,6,0,0.0,0,0,0
2057,1,62.0,3,3,0.0,0,0,0
2058,1,22.0,4,3,0.0,0,0,0
2059,0,45.0,6,3,0.0,0,0,1
2060,1,40.0,6,3,0.0,0,0,0
2061,1,38.0,6,3,0.0,0,0,0
2062,1,27.0,4,3,0.0,0,0,0
2063,1,20.0,6,0,0.0,0,0,0
2064,1,39.0,4,0,0.0,0,0,0
2065,1,24.0,6,3,0.0,0,0,0
2066,1,35.0,6,3,0.0,0,0,0
2067,1,33.0,6,3,0.0,0,0,0
2068,1,26.0,3,3,0.0,0,0,0
2069,0,22.0,6,3,0.0,0,0,0
2070,1,41.0,4,3,0.0,0,0,0
2071,1,26.0,4,3,0.0,0,0,0
2072,1,21.0,4,3,0.0,0,0,1
2073,1,36.0,4,3,0.0,0,0,1
2074,1,38.0,6,3,0.0,0,0,0
2075,1,31.0,4,3,0.0,0,0,0
2076,0,47.0,6,3,0.0,0,0,1
2077,1,36.0,6,0,0.0,0,0,0
2078,1,30.0,4,3,0.0,0,0,0
2079,1,28.0,6,0,0.0,0,0,1
2080,1,20.0,4,3,0.0,0,0,0
2081,1,33.0,6,3,0.0,0,0,0
2082,1,29.0,6,3,0.0,0,0,0
2083,1,25.0,4,3,0.0,0,0,1
2084,1,19.0,6,3,0.0,0,0,0
2085,1,35.0,6,3,0.0,0,0,0
2086,1,34.0,6,0,0.0,0,0,0
2087,1,31.0,6,0,0.0,0,0,0
2088,1,28.0,4,3,0.0,0,0,0
2089,1,25.0,4,3,0.0,0,0,0
2090,1,48.0,6,0,0.0,0,0,0
2091,1,45.0,6,0,0.0,0,0,0
2092,1,24.0,3,3,0.0,0,0,1
2093,1,20.0,6,3,0.0,0,0,0
2094,1,24.0,3,3,0.0,0,0,0
2095,1,22.0,6,3,0.0,0,0,0
2096,1,40.0,3,3,0.0,0,0,0
2097,1,24.0,4,3,0.0,0,0,1
2098,1,42.0,4,3,0.0,0,0,0
2099,1,49.0,4,3,0.0,0,0,0
2100,1,19.0,6,3,0.0,0,0,0
2101,1,28.0,4,3,0.0,0,0,1
2102,1,32.0,6,3,0.0,0,0,0
2103,1,19.0,3,3,0.0,0,0,0
2104,1,27.0,6,3,0.0,0,0,1
2105,1,23.0,5,3,0.0,0,0,0
2106,1,35.0,6,3,0.0,0,0,0
2107,1,17.0,6,3,0.0,0,0,0
2108,1,46.0,6,3,0.0,0,0,1
2109,1,23.0,6,3,0.0,0,0,1
2110,1,30.0,6,0,0.0,0,0,1
2111,1,24.0,4,3,0.0,0,0,0
2112,1,25.0,6,0,0.0,0,0,0
2113,1,35.0,4,3,0.0,0,0,1
2114,1,39.0,6,3,0.0,0,0,0
2115,1,25.0,6,3,0.0,0,0,0
2116,1,44.0,4,3,0.0,0,0,1
2117,1,25.0,4,3,0.0,0,0,1
2118,1,27.0,5,3,0.0,0,0,0
2119,1,31.0,4,3,0.0,0,0,0
2120,1,29.0,6,0,0.0,0,0,1
2121,1,28.0,6,3,0.0,0,0,0
2122,1,30.0,6,3,0.0,0,0,0
2123,1,32.0,4,3,0.0,0,0,0
2124,1,39.0,4,3,0.0,0,0,1
2125,1,37.0,4,0,0.0,0,0,0
2126,1,42.0,6,3,0.0,0,0,0
2127,1,28.0,6,0,0.0,0,0,0
2128,1,17.0,5,3,0.0,0,0,0
2129,1,20.0,5,3,0.0,0,0,0
2130,1,35.0,5,3,0.0,0,0,0
2131,1,38.0,4,3,0.0,0,0,0
2132,1,36.0,4,3,0.0,0,0,0
2133,1,38.0,6,3,0.0,0,0,0
2134,1,33.0,4,3,0.0,0,0,0
2135,1,34.0,4,3,0.0,0,0,0
2136,1,21.0,5,3,0.0,0,0,0
2137,1,32.0,3,3,0.0,0,0,1
2138,1,19.0,5,3,0.0,0,0,0
2139,1,18.0,5,3,0.0,0,0,0
2140,1,25.0,5,3,0.0,0,0,0
2141,1,35.0,5,3,0.0,0,0,0
2142,1,37.0,6,3,0.0,0,0,0
2143,0,36.0,6,3,0.0,0,0,0
2144,1,48.0,6,0,0.0,0,0,0
2145,0,32.0,6,3,0.0,0,0,0
2146,1,23.0,4,0,0.0,0,0,0
2147,1,34.0,6,0,0.0,0,0,0
2148,1,31.0,4,3,0.0,0,0,0
2149,1,40.0,6,0,0.0,0,0,0
2150,1,37.0,6,3,0.0,0,0,1
2151,1,40.0,4,3,0.0,0,0,0
2152,1,37.0,6,0,0.0,0,0,0
2153,1,26.0,6,3,0.0,0,0,0
2154,1,26.0,4,3,0.0,0,0,0
2155,1,15.0,6,3,0.0,0,0,0
2156,1,27.0,4,3,0.0,0,0,0
2157,1,25.0,6,0,0.0,0,0,0
2158,1,31.0,4,3,0.0,0,0,0
2159,1,50.0,6,0,0.0,0,0,0
2160,1,28.0,4,3,0.0,0,0,0
2161,1,52.0,6,3,0.0,0,0,1
2162,1,21.0,6,3,0.0,0,0,0
2163,1,30.0,3,0,0.0,0,0,1
2164,1,30.0,6,0,0.0,0,0,1
2165,1,29.0,6,0,0.0,0,0,1
2166,1,18.0,6,3,0.0,0,0,1
2167,1,21.0,4,3,0.0,0,0,0
2168,1,32.0,4,3,0.0,0,0,1
2169,1,37.0,6,3,0.0,0,0,0
2170,1,27.0,6,3,0.0,0,0,0
2171,1,28.0,4,3,0.0,0,0,0
2172,1,32.0,6,0,0.0,0,0,0
2173,1,23.0,4,3,0.0,0,0,1
2174,1,39.0,6,3,0.0,0,0,0
2175,1,37.0,6,3,0.0,0,0,1
2176,1,39.0,3,3,0.0,0,0,0
2177,1,42.0,6,3,0.0,0,0,0
2178,1,26.0,4,3,0.0,0,0,0
2179,1,28.0,6,3,0.0,0,0,1
2180,1,35.0,6,3,0.0,0,0,0
2181,1,59.0,6,3,0.0,0,0,0
2182,1,34.0,6,3,0.0,0,0,0
2183,1,28.0,4,0,0.0,0,0,0
2184,1,53.0,4,3,0.0,0,0,0
2185,1,38.0,6,3,0.0,0,0,1
2186,1,36.0,6,3,0.0,0,0,0
2187,1,39.0,4,3,0.0,0,0,0
2188,1,31.0,6,3,0.0,0,0,1
2189,1,39.0,6,3,0.0,0,0,0
2190,1,37.0,4,3,0.0,0,0,0
2191,1,35.0,4,3,0.0,0,0,0
2192,1,40.0,4,3,0.0,0,0,0
2193,1,31.0,4,3,0.0,0,0,0
2194,1,49.0,6,3,0.0,0,0,0
2195,1,41.0,6,3,0.0,0,0,0
2196,1,45.0,6,3,0.0,0,0,0
2197,1,37.0,4,3,0.0,0,0,0
2198,1,19.0,6,0,0.0,0,0,0
2199,1,24.0,6,3,0.0,0,0,0
2200,1,40.0,6,3,0.0,0,0,1
2201,1,26.0,4,3,0.0,0,0,0
2202,1,41.0,3,0,0.0,0,0,1
2203,1,40.0,6,3,0.0,0,0,1
2204,1,32.0,4,3,0.0,0,0,0
2205,1,20.0,5,3,0.0,0,0,0
2206,1,26.0,5,3,0.0,0,0,0
